"interview_id","candidate_id","req_id","interview_date","interview_type","interviewer_role","skill_focus","interview_score","recommendation"
"I3298","C2922","R1087","2024-11-18","In Person","Recruiter","Teamwork","4.3","Neutral"
"I3299","C3435","R1081","2024-03-26","In Person","Engineering Lead","Adaptability","3.5","Neutral"
"I3300","C4445","R1129","2024-01-07","In Person","HR Director","Leadership","2.6","Neutral"
"I3301","C2961","R1051","2024-08-17","Video Call","Marketing Manager","Personality","2.6","Strong Hire"
"I3302","C4622","R1018","2024-09-15","Phone","Marketing Manager","Communication","3.4","Strong Hire"
"I3303","C3495","R1016","2024-08-04","Phone","Engineering Lead","Teamwork","2.7","Hire"
"I3304","C4035","R1067","2024-04-01","Phone","Marketing Manager","Personality","3.9","Neutral"
"I3305","C3047","R1131","2024-12-29","Video Call","HR Director","Problem Solving","3.3","Neutral"
"I3306","C3537","R1011","2024-06-12","Video Call","HR Director","Teamwork","4.2","Neutral"
"I3307","C4960","R1031","2024-10-24","Video Call","Ops Director","Adaptability","3.6","Neutral"
"I3308","C2879","R1138","2024-05-15","Video Call","Marketing Manager","Problem Solving","3","Neutral"
"I3309","C4569","R1010","2024-12-21","In Person","Marketing Manager","Personality","2.6","Hire"
"I3310","C3958","R1083","2024-03-24","Video Call","Ops Director","Communication","4.5","Strong Hire"
"I3311","C2104","R1089","2024-04-18","In Person","Marketing Manager","Communication","3","Hire"
"I3312","C4795","R1085","2024-05-02","Phone","Ops Director","Personality","2.6","Hire"
"I3313","C2671","R1136","2024-04-24","Video Call","Marketing Manager","Personality","3.6","Hire"
"I3314","C4952","R1058","2024-05-08","In Person","HR Director","Communication","4.2","Strong Hire"
"I3315","C4821","R1099","2024-04-18","Phone","Marketing Manager","Communication","3.8","Neutral"
"I3316","C3216","R1040","2024-06-13","Video Call","Ops Director","Problem Solving","4.5","Neutral"
"I3317","C2344","R1140","2024-08-11","Video Call","Engineering Lead","Leadership","4.8","Neutral"
"I3318","C4328","R1042","2024-05-05","In Person","HR Director","Technical Skills","2.5","Neutral"
"I3319","C2874","R1060","2024-08-27","In Person","HR Director","Teamwork","4.8","Neutral"
"I3320","C3912","R1057","2024-09-01","Phone","Recruiter","Teamwork","4.9","Neutral"
"I3321","C2115","R1044","2024-11-10","Video Call","HR Director","Technical Skills","3.4","Strong Hire"
"I3322","C3282","R1030","2024-03-08","Phone","HR Director","Technical Skills","4.1","Neutral"
"I3323","C4031","R1069","2024-08-03","Video Call","Marketing Manager","Adaptability","3.8","Neutral"
"I3324","C2564","R1092","2024-09-17","Video Call","Marketing Manager","Technical Skills","3.1","Neutral"
"I3325","C4713","R1111","2024-06-10","Video Call","Engineering Lead","Teamwork","3.2","Neutral"
"I3326","C4437","R1101","2024-05-11","Video Call","Recruiter","Problem Solving","4.4","Neutral"
"I3327","C4452","R1009","2024-03-14","In Person","Recruiter","Adaptability","2.5","Neutral"
"I3328","C3707","R1121","2024-02-21","Video Call","HR Director","Communication","4.9","Neutral"
"I3329","C2535","R1016","2024-04-26","Phone","Ops Director","Teamwork","3.3","Neutral"
"I3330","C3030","R1037","2024-04-08","Phone","Recruiter","Teamwork","3.6","Hire"
"I3331","C4423","R1025","2024-02-02","In Person","Marketing Manager","Communication","3.4","Neutral"
"I3332","C4102","R1133","2024-07-17","In Person","HR Director","Leadership","2.6","Neutral"
"I3333","C4138","R1102","2024-06-05","Phone","Recruiter","Teamwork","3.9","Neutral"
"I3334","C3915","R1013","2024-10-17","In Person","Marketing Manager","Adaptability","3.8","Neutral"
"I3335","C3584","R1068","2024-10-05","Phone","Recruiter","Communication","3.5","Strong Hire"
"I3336","C2243","R1036","2024-06-14","In Person","Marketing Manager","Leadership","2.8","Strong Hire"
"I3337","C3459","R1116","2024-06-16","Video Call","Ops Director","Personality","3.7","Neutral"
"I3338","C3468","R1043","2024-01-27","Video Call","Recruiter","Personality","3.6","Strong Hire"
"I3339","C3582","R1010","2024-02-06","In Person","Engineering Lead","Adaptability","3.2","Strong Hire"
"I3340","C3698","R1033","2024-05-13","Video Call","Engineering Lead","Technical Skills","2.9","Neutral"
"I3341","C2281","R1034","2024-01-09","In Person","Engineering Lead","Communication","3","Neutral"
"I3342","C4099","R1105","2024-04-09","Phone","Marketing Manager","Teamwork","3.6","Hire"
"I3343","C2186","R1043","2024-01-25","In Person","Engineering Lead","Communication","2.7","Strong Hire"
"I3344","C4214","R1145","2024-11-22","In Person","Recruiter","Teamwork","3","Strong Hire"
"I3345","C2271","R1117","2024-03-19","In Person","Ops Director","Adaptability","2.8","Neutral"
"I3346","C4274","R1038","2024-01-22","Video Call","HR Director","Leadership","3.8","Neutral"
"I3347","C3900","R1076","2024-10-20","Phone","Marketing Manager","Personality","3.9","Neutral"
"I3348","C3028","R1066","2024-03-16","In Person","Engineering Lead","Communication","2.5","Neutral"
"I3349","C4665","R1100","2024-08-27","Phone","Recruiter","Problem Solving","3.3","Neutral"
"I3350","C2783","R1108","2024-09-29","Video Call","Recruiter","Technical Skills","4.2","Neutral"
"I3351","C3789","R1002","2024-12-17","Video Call","Ops Director","Technical Skills","2.7","Neutral"
"I3352","C4140","R1085","2024-12-22","In Person","HR Director","Problem Solving","4.6","Neutral"
"I3353","C4106","R1053","2024-08-07","Video Call","Ops Director","Communication","4.1","Hire"
"I3354","C2127","R1119","2024-05-29","In Person","Ops Director","Teamwork","2.9","Neutral"
"I3355","C4114","R1123","2024-12-02","Phone","Marketing Manager","Teamwork","3.5","Hire"
"I3356","C4630","R1021","2024-03-16","In Person","Engineering Lead","Adaptability","3.7","Hire"
"I3357","C3562","R1108","2024-03-09","Video Call","Ops Director","Leadership","4.8","Hire"
"I3358","C3884","R1082","2024-03-28","In Person","HR Director","Technical Skills","4.1","Strong Hire"
"I3359","C2933","R1012","2024-12-09","Video Call","Recruiter","Personality","4.7","Neutral"
"I3360","C4261","R1117","2024-09-11","Video Call","Marketing Manager","Teamwork","2.7","Neutral"
"I3361","C3285","R1104","2024-09-20","Video Call","Ops Director","Adaptability","4.6","Hire"
"I3362","C2271","R1117","2024-09-18","Video Call","Engineering Lead","Problem Solving","3.9","Neutral"
"I3363","C4492","R1117","2024-04-15","In Person","HR Director","Adaptability","3.8","Neutral"
"I3364","C4150","R1024","2024-04-02","Phone","Recruiter","Leadership","2.9","Neutral"
"I3365","C2469","R1112","2024-09-18","In Person","Engineering Lead","Problem Solving","2.9","Neutral"
"I3366","C2548","R1081","2024-10-27","Phone","Recruiter","Leadership","4.7","Strong Hire"
"I3367","C2540","R1095","2024-11-07","Phone","HR Director","Leadership","3.1","Neutral"
"I3368","C3860","R1001","2024-04-07","Phone","Engineering Lead","Leadership","3.3","Neutral"
"I3369","C3385","R1100","2024-02-21","Video Call","Recruiter","Leadership","4.3","Hire"
"I3370","C3322","R1114","2024-11-12","Video Call","Recruiter","Leadership","3.4","Strong Hire"
"I3371","C4471","R1081","2024-09-17","In Person","Ops Director","Teamwork","3.2","Neutral"
"I3372","C4201","R1066","2024-03-19","Phone","Recruiter","Technical Skills","4.7","Strong Hire"
"I3373","C2929","R1014","2024-01-20","In Person","Recruiter","Leadership","2.8","Neutral"
"I3374","C4387","R1034","2024-11-23","In Person","Marketing Manager","Problem Solving","4.7","Hire"
"I3375","C3239","R1052","2024-01-13","In Person","Engineering Lead","Problem Solving","3.2","Neutral"
"I3376","C2949","R1053","2024-09-02","Video Call","Engineering Lead","Technical Skills","3","Hire"
"I3377","C2895","R1136","2024-12-05","Video Call","Recruiter","Problem Solving","3.4","Hire"
"I3378","C3798","R1075","2024-06-18","Phone","Ops Director","Problem Solving","4.3","Hire"
"I3379","C4290","R1021","2024-02-05","Video Call","HR Director","Communication","3.3","Neutral"
"I3380","C4252","R1099","2024-04-16","Video Call","Ops Director","Problem Solving","4.5","Strong Hire"
"I3381","C3228","R1112","2024-10-05","Video Call","Marketing Manager","Leadership","4.3","Neutral"
"I3382","C3160","R1110","2024-06-21","In Person","Marketing Manager","Teamwork","3.6","Neutral"
"I3383","C2053","R1018","2024-04-26","Phone","Recruiter","Leadership","4.1","Neutral"
"I3384","C3228","R1112","2024-08-18","Video Call","Marketing Manager","Teamwork","4.5","Hire"
"I3385","C3178","R1102","2024-01-15","Phone","Ops Director","Problem Solving","3.2","Hire"
"I3386","C2620","R1102","2024-07-12","Video Call","Recruiter","Teamwork","2.8","Hire"
"I3387","C3853","R1118","2024-03-12","Video Call","Ops Director","Leadership","3.6","Strong Hire"
"I3388","C3283","R1060","2024-12-14","In Person","HR Director","Communication","2.8","Hire"
"I3389","C4862","R1053","2024-08-03","Phone","Ops Director","Technical Skills","4.3","Neutral"
"I3390","C3999","R1083","2024-11-21","Video Call","Recruiter","Adaptability","4","Neutral"
"I3391","C3246","R1031","2024-06-28","Video Call","Recruiter","Personality","4","Hire"
"I3392","C2256","R1022","2024-02-26","Video Call","Marketing Manager","Leadership","2.9","Neutral"
"I3393","C4251","R1122","2024-11-09","Video Call","Marketing Manager","Leadership","2.7","Neutral"
"I3394","C4595","R1144","2024-05-14","Video Call","Ops Director","Teamwork","3.7","Neutral"
"I3395","C2379","R1138","2024-06-24","Video Call","Recruiter","Adaptability","2.5","Hire"
"I3396","C2260","R1068","2024-03-13","In Person","Engineering Lead","Teamwork","4.7","Neutral"
"I3397","C2739","R1134","2024-05-09","In Person","Ops Director","Personality","4.4","Hire"
"I3398","C3479","R1087","2024-07-02","Video Call","Recruiter","Teamwork","3.2","Hire"
"I3399","C2380","R1012","2024-02-02","Phone","Ops Director","Problem Solving","4","Neutral"
"I3400","C2548","R1081","2024-11-29","In Person","Engineering Lead","Problem Solving","3.2","Neutral"
"I3401","C3783","R1072","2024-12-22","Video Call","Ops Director","Technical Skills","3.8","Strong Hire"
"I3402","C4195","R1130","2024-04-27","Video Call","Recruiter","Communication","3.3","Strong Hire"
"I3403","C3774","R1080","2024-02-19","Video Call","HR Director","Adaptability","3.7","Strong Hire"
"I3404","C2185","R1096","2024-07-27","In Person","Ops Director","Leadership","2.8","Neutral"
"I3405","C4630","R1021","2024-05-14","In Person","HR Director","Adaptability","3.1","Strong Hire"
"I3406","C2734","R1147","2024-09-14","In Person","Recruiter","Technical Skills","3","Strong Hire"
"I3407","C3768","R1098","2024-05-28","Video Call","Recruiter","Adaptability","2.9","Strong Hire"
"I3408","C2628","R1130","2024-10-28","Phone","Marketing Manager","Technical Skills","3.3","Neutral"
"I3409","C4319","R1116","2024-03-10","Phone","Recruiter","Leadership","3","Hire"
"I3410","C2559","R1130","2024-07-09","Video Call","Recruiter","Communication","3","Hire"
"I3411","C3547","R1092","2024-09-30","Phone","Recruiter","Adaptability","2.8","Hire"
"I3412","C3256","R1033","2024-09-21","Phone","Ops Director","Communication","4.1","Neutral"
"I3413","C3551","R1146","2024-06-19","Phone","HR Director","Teamwork","3.3","Neutral"
"I3414","C2517","R1065","2024-03-29","Phone","HR Director","Personality","4","Neutral"
"I3415","C3080","R1077","2024-08-11","In Person","Marketing Manager","Personality","4.4","Neutral"
"I3416","C3858","R1077","2024-07-01","In Person","HR Director","Teamwork","2.9","Neutral"
"I3417","C3657","R1107","2024-09-06","Phone","HR Director","Leadership","4.5","Strong Hire"
"I3418","C3597","R1122","2024-08-30","Phone","HR Director","Problem Solving","3.5","Strong Hire"
"I3419","C3513","R1147","2024-08-10","Phone","Marketing Manager","Communication","4.7","Neutral"
"I3420","C4947","R1005","2024-03-19","Video Call","Engineering Lead","Problem Solving","2.8","Neutral"
"I3421","C3186","R1020","2024-11-24","Phone","Marketing Manager","Personality","3.3","Strong Hire"
"I3422","C3874","R1070","2024-10-07","In Person","HR Director","Personality","3","Neutral"
"I3423","C3345","R1142","2024-10-16","In Person","HR Director","Leadership","3.5","Hire"
"I3424","C3926","R1074","2024-02-21","In Person","Ops Director","Leadership","3.4","Hire"
"I3425","C3612","R1107","2024-03-07","In Person","Marketing Manager","Technical Skills","2.6","Hire"
"I3426","C3554","R1066","2024-10-10","Phone","HR Director","Technical Skills","3.8","Neutral"
"I3427","C4914","R1101","2024-07-22","Phone","Marketing Manager","Problem Solving","2.8","Strong Hire"
"I3428","C2804","R1034","2024-07-17","In Person","Marketing Manager","Communication","4.1","Hire"
"I3429","C4877","R1132","2024-10-26","Video Call","Marketing Manager","Adaptability","4","Neutral"
"I3430","C4411","R1125","2024-04-02","In Person","Recruiter","Leadership","3.8","Strong Hire"
"I3431","C4629","R1124","2024-12-15","Video Call","Engineering Lead","Technical Skills","3.6","Strong Hire"
"I3432","C4255","R1028","2024-03-27","Phone","Engineering Lead","Problem Solving","2.6","Neutral"
"I3433","C3433","R1127","2024-02-11","In Person","Recruiter","Adaptability","3.9","Neutral"
"I3434","C2797","R1001","2024-12-02","Phone","Engineering Lead","Communication","4.8","Neutral"
"I3435","C2840","R1120","2024-02-01","In Person","Ops Director","Personality","4.6","Neutral"
"I3436","C2291","R1081","2024-07-24","Video Call","Ops Director","Technical Skills","5","Strong Hire"
"I3437","C2042","R1109","2024-03-18","Video Call","Recruiter","Adaptability","4.1","Hire"
"I3438","C4169","R1088","2024-05-06","In Person","Marketing Manager","Leadership","4.4","Strong Hire"
"I3439","C3195","R1066","2024-01-31","Phone","HR Director","Problem Solving","3.3","Neutral"
"I3440","C2858","R1015","2024-10-29","Video Call","Recruiter","Technical Skills","3.9","Strong Hire"
"I3441","C2408","R1104","2024-02-29","Phone","Recruiter","Personality","2.7","Strong Hire"
"I3442","C2832","R1011","2024-12-08","Phone","Ops Director","Adaptability","5","Neutral"
"I3443","C2017","R1025","2024-06-11","Phone","Engineering Lead","Technical Skills","4.6","Neutral"
"I3444","C2559","R1130","2024-07-13","Video Call","Ops Director","Leadership","4.6","Neutral"
"I3445","C3206","R1110","2024-11-10","Video Call","Ops Director","Communication","2.6","Neutral"
"I3446","C2455","R1064","2024-05-25","In Person","Recruiter","Communication","4.1","Strong Hire"
"I3447","C2196","R1115","2024-07-17","Phone","Recruiter","Communication","2.6","Neutral"
"I3448","C2272","R1000","2024-02-08","Video Call","Engineering Lead","Communication","2.9","Neutral"
"I3449","C2008","R1061","2024-09-23","Phone","Engineering Lead","Teamwork","4.8","Neutral"
"I3450","C4153","R1095","2024-02-24","Video Call","Marketing Manager","Problem Solving","5","Strong Hire"
"I3451","C4420","R1136","2024-03-15","In Person","Marketing Manager","Personality","3","Neutral"
"I3452","C2754","R1098","2024-07-06","Video Call","Marketing Manager","Leadership","2.8","Neutral"
"I3453","C2106","R1037","2024-04-23","Video Call","Recruiter","Technical Skills","2.7","Neutral"
"I3454","C2020","R1038","2024-01-02","Video Call","HR Director","Technical Skills","4.4","Strong Hire"
"I3455","C4613","R1065","2024-03-10","Video Call","Ops Director","Teamwork","5","Strong Hire"
"I3456","C4196","R1026","2024-06-28","Phone","Marketing Manager","Communication","3.8","Strong Hire"
"I3457","C4701","R1019","2024-01-07","Phone","HR Director","Problem Solving","3","Hire"
"I3458","C4195","R1130","2024-01-01","Video Call","Engineering Lead","Problem Solving","3.4","Neutral"
"I3459","C3117","R1148","2024-05-06","Phone","Ops Director","Leadership","3.1","Strong Hire"
"I3460","C3421","R1048","2024-01-04","In Person","Engineering Lead","Personality","4.8","Hire"
"I3461","C3788","R1031","2024-01-15","Video Call","Engineering Lead","Problem Solving","4","Neutral"
"I3462","C2522","R1056","2024-06-03","In Person","Recruiter","Personality","4.1","Neutral"
"I3463","C2316","R1126","2024-05-27","In Person","HR Director","Teamwork","3.2","Neutral"
"I3464","C4575","R1038","2024-09-11","Phone","HR Director","Teamwork","2.6","Hire"
"I3465","C4290","R1021","2024-12-04","In Person","HR Director","Problem Solving","4.2","Strong Hire"
"I3466","C4541","R1146","2024-06-18","In Person","Engineering Lead","Adaptability","4","Strong Hire"
"I3467","C4263","R1105","2024-04-05","Video Call","Marketing Manager","Problem Solving","4.2","Strong Hire"
